"","box","year","April_lay_date","Clutch_size","Mother"
"209","B49",1984,29,6,"B068658"
"210","B64",1985,21,10,"B068658"
"211","B109",1984,40,9,"B068661"
"212","B143",1984,42,7,"B068662"
"213","B147",1985,34,9,"B068662"
"214","W27",1984,29,12,"B069042"
"215","W26",1985,22,11,"B069042"
"216","W25",1986,40,15,"B069042"
"217","W25",1988,29,12,"B069042"
"218","EX13",1984,25,10,"B069051"
"219","EX13",1985,17,12,"B069051"
"220","W98",1984,33,6,"B069132"
"221","EX14B",1984,39,8,"B069189"
"222","W66",1984,36,8,"B069199"
"223","W56",1985,36,10,"B069199"
"224","W51",1984,37,5,"B069236"
"225","W4B",1984,35,7,"B069264"
"226","EX35",1984,39,8,"B069386"
"227","EX35A",1985,22,11,"B069386"
"228","EX17",1984,37,11,"B069387"
"229","EX61",1984,38,5,"B069478"
"230","EX60",1985,23,9,"B069478"
"231","EX59",1986,35,8,"B069478"
"232","EX58",1987,22,10,"B069478"
"233","EX60",1984,41,7,"B069479"
"234","W16",1984,45,4,"B069487"
"235","C35",1985,34,13,"B069557"
"236","C37",1985,33,11,"B069592"
"237","C56",1986,30,8,"B069592"
"238","C24",1984,35,6,"B069890"
"239","C120",1985,34,8,"B069890"
"240","MP93",1984,37,9,"B069976"
"241","MP95",1985,23,11,"B069976"
"242","B122",1986,38,7,"B069976"
"243","MP96",1987,23,10,"B069976"
"244","MP2",1988,31,7,"B069976"
"245","EX62",1965,35,11,"BA01191"
"246","B212",1965,19,11,"BA01624"
"247","B216",1966,37,7,"BA01624"
"248","B99",1965,31,10,"BA01686"
"249","B113",1965,24,11,"BA01767"
"250","B53",1965,20,9,"BA02127"
"251","C57",1965,21,10,"BA02139"
"252","EX41B",1967,25,10,"BA02185"
"253","O95",1967,31,7,"BA02187"
"254","O96",1968,30,8,"BA02187"
"255","O96",1969,37,9,"BA02187"
"256","O104",1968,30,7,"BA02190"
"257","O105",1969,37,7,"BA02190"
"258","SW17",1965,39,9,"BA11056"
"259","O82",1965,31,10,"BA11071"
"260","O83",1966,36,10,"BA11071"
"261","EX56",1965,19,13,"BA11085"
"262","C128",1967,41,8,"BA11566"
"263","W84",1967,27,8,"BA11678"
"264","W76",1965,31,13,"BA11768"
"265","EX47",1965,18,10,"BA12254"
"266","EX49A",1966,32,8,"BA12254"
"267","EX47",1967,19,9,"BA12254"
"268","EX47",1968,27,8,"BA12254"
"269","EX47",1969,30,7,"BA12254"
"270","SW67",1966,35,10,"BA12715"
"271","SW66",1967,34,10,"BA12715"
"272","EX62H",1965,41,7,"BA12743"
"273","MP88",1965,31,11,"BA12804"
"274","C154",1965,28,11,"BA12825"
"275","SW80A",1965,30,9,"BA12836"
"276","SW80A",1966,33,8,"BA12836"
"277","SW86",1967,39,9,"BA12836"
"278","B161",1965,41,9,"BA12840"
"279","B159",1966,35,8,"BA12840"
"280","C4",1965,27,10,"BA12849"
"281","B219",1965,20,10,"BA12871"
"282","B48",1966,28,9,"BA12871"
"283","B219",1967,22,10,"BA12871"
"284","B49",1968,36,7,"BA12871"
"285","B226",1965,18,9,"BA12917"
"286","C128",1966,30,6,"BA12930"
"287","B33",1965,21,10,"BA12932"
"288","MP79",1966,30,10,"BA13239"
"289","EX60",1966,35,7,"BA25442"
"290","EX49",1968,31,5,"BA25442"
"291","EX42A",1965,27,10,"BA25458"
"292","CP43",1967,24,9,"BA25473"
"293","CP43",1968,30,10,"BA25473"
"294","CP43",1969,37,9,"BA25473"
"295","B62",1965,27,8,"BA25480"
"296","O42",1965,29,11,"BA26092"
"297","EX30",1965,28,12,"BA26423"
"298","B229",1966,29,7,"BA26495"
"299","EX59",1965,16,12,"BA26633"
"300","EX5A",1965,22,10,"BA26886"
"301","C8",1965,33,8,"BA26957"
"302","C7",1966,28,7,"BA26957"
"303","O29",1965,30,10,"BA42003"
"304","O31",1966,34,9,"BA42003"
"305","EX51A",1966,31,13,"BA42005"
"306","EX41D",1965,30,9,"BA42243"
"307","EX41",1966,33,10,"BA42243"
"308","CP22",1965,19,12,"BA42271"
"309","C132",1965,26,10,"BA42294"
"310","SW123",1965,34,7,"BA42322"
"311","EX40",1965,29,11,"BA42325"
"312","CP14",1965,27,9,"BA42327"
"313","O61",1965,20,10,"BA42329"
"314","O49",1966,29,10,"BA42329"
"315","EX9",1965,42,9,"BA42340"
"316","SW10",1965,29,7,"BA42344"
"317","SW10",1966,35,8,"BA42344"
"318","O36",1965,27,6,"BA42394"
"319","EX2",1965,21,10,"BA42396"
"320","W9",1966,33,8,"BA42455"
"321","W3",1967,30,8,"BA42455"
"322","W4A",1968,31,8,"BA42455"
"323","O12",1965,22,11,"BA42495"
"324","SW90",1965,36,8,"BA42502"
"325","SW90",1966,34,9,"BA42502"
"326","B142",1967,39,7,"BA42502"
"327","B38",1968,27,9,"BA42502"
"328","B119",1965,34,9,"BA42515"
"329","C29",1965,27,8,"BA42517"
"330","C103",1966,27,9,"BA42517"
"331","C24A",1967,22,7,"BA42517"
"332","C24A",1968,25,8,"BA42517"
"333","C105",1969,27,6,"BA42517"
"334","C105",1965,37,6,"BA42518"
"335","C4",1966,31,8,"BA42518"
"336","C156",1967,24,8,"BA42518"
"337","C52",1968,24,9,"BA42518"
"338","C147",1965,29,8,"BA42567"
"339","B40",1966,45,9,"BA42582"
"340","B190",1965,33,9,"BA42595"
"341","B25",1965,30,9,"BA42659"
"342","B226",1966,31,8,"BA42659"
"343","B24",1965,34,10,"BA42663"
"344","B124",1966,32,9,"BA42663"
"345","B24",1967,31,8,"BA42663"
"346","B224",1968,28,9,"BA42663"
"347","B87",1965,34,8,"BA42664"
"348","B87",1966,37,7,"BA42664"
"349","B186",1967,40,7,"BA42664"
"350","B177",1965,26,9,"BA42673"
"351","B116",1965,30,10,"BA42682"
"352","B115",1966,33,10,"BA42682"
"353","B145",1965,28,10,"BA42687"
"354","B137",1966,33,9,"BA42687"
"355","MP56",1965,20,11,"BA42691"
"356","SW57",1965,32,9,"BA42723"
"357","C119",1965,18,5,"BA42725"
"358","B55",1965,31,9,"BA42742"
"359","SW103",1965,24,11,"BA42754"
"360","SW104",1966,43,9,"BA42754"
"361","SW102",1967,20,11,"BA42754"
"362","B71",1965,30,10,"BA42764"
"363","B171",1966,32,9,"BA42764"
"364","CP26",1966,27,8,"BA42765"
"365","CP32",1967,21,5,"BA42765"
"366","CP24",1968,29,7,"BA42765"
"367","MP81",1965,29,9,"BA42790"
"368","B134",1965,21,10,"BA42807"
"369","C39",1965,21,9,"BA42993"
"370","EX39",1965,26,11,"BA43044"
"371","CP35",1967,23,12,"BA43060"
"372","EX3",1965,25,11,"BA43317"
"373","B15",1965,25,11,"BA43389"
"374","B106",1967,30,10,"BA44513"
"375","B103",1968,23,10,"BA44513"
"376","B3",1969,24,9,"BA44513"
"377","B113",1967,28,9,"BA44515"
"378","B118",1968,26,10,"BA44515"
"379","B125",1969,29,9,"BA44515"
"380","B16",1970,34,11,"BA44515"
"381","B117",1971,44,8,"BA44515"
"382","B24",1972,27,9,"BA44515"
"383","B229",1967,37,8,"BA44517"
"384","B228",1968,28,9,"BA44517"
"385","B229",1969,36,9,"BA44517"
"386","B123",1970,38,10,"BA44517"
"387","B7",1969,28,7,"BA44531"
"388","B227",1970,35,11,"BA44537"
"389","W60",1969,31,9,"BA44539"
"390","B166",1969,31,6,"BA44541"
"391","MP29",1969,34,6,"BA44543"
"392","MP25",1971,37,6,"BA44543"
"393","MP22",1972,22,8,"BA44543"
"394","B121",1969,31,7,"BA44545"
"395","B20",1970,27,9,"BA44545"
"396","SW6",1967,29,8,"BA44623"
"397","EX62I",1968,30,7,"BA44623"
"398","SW5",1969,43,7,"BA44623"
"399","W33",1965,36,8,"BA44625"
"400","SW104",1965,32,11,"BA44662"
"401","O38",1965,29,6,"BA44669"
"402","SW4",1965,41,6,"BA44678"
"403","CP31",1966,31,9,"BA44701"
"404","O27A",1965,30,9,"BA44713"
"405","O51",1965,26,9,"BA44715"
"406","EX43",1965,22,6,"BA44716"
"407","O5",1965,20,12,"BA44717"
"408","W74",1965,24,8,"BA44718"
"409","CP30",1965,21,10,"BA44719"
"410","CP29",1965,22,12,"BA44720"
"411","EX60",1965,31,8,"BA44722"
"412","EX27",1965,28,10,"BA44723"
"413","O16",1965,28,7,"BA44724"
"414","O107",1965,28,8,"BA44725"
"415","O109",1966,29,6,"BA44725"
"416","O82",1967,22,7,"BA44725"
"417","O82",1968,25,8,"BA44725"
"418","O85",1969,28,4,"BA44725"
"419","O84",1971,33,7,"BA44725"
"420","W3",1965,30,9,"BA44726"
"421","W13",1966,33,10,"BA44726"
"422","W13",1967,25,10,"BA44726"
"423","W100",1965,26,12,"BA44727"
"424","W100",1966,33,8,"BA44727"
"425","W100",1967,20,12,"BA44727"
"426","EX62C",1965,36,8,"BA44728"
"427","EX45",1965,20,11,"BA44729"
"428","O102",1965,34,9,"BA44730"
"429","O64",1965,27,8,"BA44731"
"430","O67",1966,32,8,"BA44731"
"431","O113",1965,29,8,"BA44733"
"432","O110",1966,32,9,"BA44733"
"433","W95",1965,31,10,"BA44734"
"434","W104",1965,29,9,"BA44735"
"435","EX73",1965,23,10,"BA44736"
"436","W101",1965,27,10,"BA44737"
"437","SW124",1967,29,9,"BA44740"
"438","B172",1967,41,6,"BA44741"
"439","B139",1969,33,7,"BA44741"
"440","B81",1967,36,7,"BA44742"
"441","B216",1967,41,7,"BA44744"
"442","B222",1967,39,7,"BA44745"
"443","B225",1967,38,4,"BA44746"
"444","MP1",1968,24,8,"BA44746"
"445","SW39",1967,46,7,"BA44750"
"446","SW101",1965,43,10,"BA44752"
"447","B84",1968,45,7,"BA44837"
"448","EX56",1967,30,10,"BA44874"
"449","EX53",1968,27,9,"BA44874"
"450","W96",1967,24,7,"BA44879"
"451","W92",1968,28,10,"BA44879"
"452","MP86",1969,33,7,"BA44959"
"453","SW45",1969,34,8,"BA44971"
"454","EX61",1965,20,10,"BA47577"
"455","EX61",1966,34,9,"BA47577"
"456","EX59",1967,18,8,"BA47577"
"457","O116",1965,36,7,"BA47584"
"458","EX39B",1965,18,10,"BA47587"
"459","EX10A",1965,19,12,"BA47588"
"460","EX14A",1966,34,10,"BA47588"
"461","C31",1965,32,9,"BA47650"
"462","C30",1966,31,10,"BA47650"
"463","C131",1967,24,11,"BA47650"
"464","O80",1965,25,9,"BA47693"
"465","EX43A",1965,22,9,"BA47765"
"466","EX29A",1966,28,6,"BA47765"
"467","EX45",1967,27,9,"BA47765"
"468","EX29A",1968,30,6,"BA47765"
"469","C163",1965,26,9,"BA47833"
"470","C13",1966,28,11,"BA47834"
"471","C53",1965,38,10,"BA47836"
"472","C149",1965,37,8,"BA47837"
