box,year,April_lay_date,April_hatch_date,Clutch_size,Mother
C156,1999,14,57,7,VR26180
MP71,1999,12,32,7,VR26206
MP71,2000,19,40,8,VR26206
MP73,1999,27,45,8,VR26236
P6,2000,24,48,10,VR26253
SW105,2000,20,42,9,VR26256
SW105,2001,15,38,9,VR26256
SW106,2002,15,39,8,VR26256
O67,2000,30,49,6,VR26274
O8,2000,26,47,8,VR26276
O8,2001,27,54,9,VR26276
B170,1997,27,46,8,VR26303
B145,1997,9,34,11,VR26323
B155,1998,13,38,10,VR26323
B46,1999,15,43,10,VR26323
B90,1997,17,38,9,VR26335
B189,1998,27,48,9,VR26335
SW1,1997,21,43,11,VR26356
SW1,1998,28,49,9,VR26356
B76,1997,14,35,8,VR26361
B117,1997,16,39,8,VR26365
P9,1997,18,38,7,VR26371
CP29,1997,13,36,10,VR26372
B87,1997,19,39,10,VR26374
C110,1997,7,28,9,VR26383
C110,1998,27,47,8,VR26383
EX29A,1997,10,35,11,VR26415
EX29A,1998,25,48,10,VR26415
EX29A,1999,22,43,8,VR26415
EX29A,2000,27,50,10,VR26415
B79,1998,30,50,9,VR26421
MP90,1998,21,42,8,VR26449
EX41C,1997,20,44,8,VR26465
MP24,1997,16,62,8,VR26484
MP23,1998,11,39,9,VR26484
MP27,1999,10,35,10,VR26484
MP25,2000,20,41,9,VR26484
MP69,1999,16,35,8,VR26516
P14,1998,28,47,6,VR26566
SW46,1999,27,46,7,VR26566
B23,1998,21,42,7,VR26581
MP68,1998,21,42,8,VR26583
MP76,1999,14,39,7,VR26583
MP76,2000,23,45,8,VR26583
MP13,1998,28,50,9,VR26592
SW89,1998,30,49,9,VR26605
B205,1998,28,49,9,VR26630
B92,1999,18,41,8,VR26630
B188,1999,32,51,8,VR26660
SW80,1998,25,47,9,VR26720
P23,1998,26,46,7,VR26796
P14,1997,13,36,10,VR26812
EX20,1997,10,32,7,VR26846
EX14,1997,12,65,5,VR26853
EX80,1997,27,46,8,VR26869
EX32,1998,21,45,9,VR26935
P24,1997,15,39,10,VR26946
O18,1998,26,47,9,VR26958
O19,1999,30,50,7,VR26958
O117,1997,20,37,5,VR26963
O109,1997,25,44,10,VR26967
EX45,1997,11,33,11,VR26986
EX45,1998,25,47,10,VR26986
EX43,2000,21,43,11,VR26986
EX29A,2001,33,54,10,VR26986
EX12A,1996,21,43,10,VR27004
W89,1996,29,51,8,VR27009
W14,1996,38,57,5,VR27013
W10,1997,14,36,6,VR27013
MP12,1996,40,61,8,VR27024
W103,1996,28,50,9,VR27026
EX19A,1996,22,44,10,VR27036
EX7,1996,22,44,11,VR27040
EX7,1997,5,28,11,VR27040
CP20,1996,26,49,9,VR27041
W75,1996,26,51,10,VR27054
W95,1996,30,51,8,VR27059
W98,1997,12,34,10,VR27059
W95,1998,27,48,10,VR27059
W69,1996,30,52,9,VR27077
EX22,1996,30,53,9,VR27089
O28,1997,19,40,7,VR27114
W84,1996,36,56,7,VR27126
O35,1996,32,53,7,VR27157
EX64,1997,19,40,10,VR27211
C122,1997,16,39,8,VR27304
EX49,1997,12,35,9,VR27315
SW86,1997,16,37,8,VR27332
SW83,1998,27,49,8,VR27332
EX58,1997,11,34,9,VR27337
CP34,1997,18,39,10,VR27363
CP34,1998,24,48,11,VR27363
CP21,1997,15,38,11,VR27370
CP24,1998,21,45,11,VR27370
CP24,2000,31,59,10,VR27370
CP23,2001,37,58,4,VR27370
C53,1997,14,36,9,VR27386
B66,1997,10,32,9,VR27390
W81,1997,14,34,7,VR27394
W47,1998,21,44,8,VR27397
W49,2000,30,56,6,VR27397
EX21,2001,31,61,6,VR27397
W77,1997,16,34,3,VR27400
W77,1998,23,43,8,VR27400
W75,1999,26,44,7,VR27400
W77,2000,25,47,8,VR27400
EX6,1998,31,52,8,VR27421
O80,1997,14,35,9,VR27431
MP90,1997,10,32,10,VR27433
SW103,1997,14,35,10,VR27484
SW102,1999,20,41,5,VR27484
B46,1997,14,39,9,VR27489
C120,1997,11,33,8,VR27512
O71,1997,18,39,8,VR27548
EX72,1997,17,37,8,VR27554
EX72,1998,30,48,7,VR27554
W5,1997,18,38,7,VR27558
EX30,1997,10,33,9,VR27561
EX30,1998,23,45,8,VR27561
SW72,1997,13,37,10,VR27572
EX21,1997,11,35,8,VR27623
W13,1997,9,31,9,VR27632
CP36,1997,13,33,8,VR27650
SW112,1997,16,35,7,VR27657
B206,1997,14,34,8,VR27659
B206,1998,24,44,8,VR27659
EX35,1997,13,36,9,VR27722
EX33,1998,24,46,8,VR27722
EX32,1999,32,51,7,VR27722
SW20,2004,17,39,10,VR27809
EX33,2003,23,44,9,VR27832
EX34,2004,18,39,10,VR27832
CP15,2003,28,48,7,VR27842
CP39,2004,14,33,8,VR27854
O111,2003,21,43,9,VR27865
W93,2004,24,45,10,VR27872
SW130,2003,26,51,8,VR27878
O50,2003,30,53,10,VR27879
O71,2004,29,52,11,VR27879
EX76,2003,26,46,9,VR27888
W73,2023,22,41,5,VR27903
EX28,2023,21,42,9,VR27907
B56,2023,34,54,8,VR27909
P6,2023,35,54,5,VR27910
B63,2023,35,52,5,VR27911
P4,2023,29,52,6,VR27920
B8,2023,30,49,8,VR27922
C20,2023,20,44,9,VR27924
C19,2023,20,40,6,VR27925
SW56,2023,24,52,8,VR27933
SW73,2023,21,45,9,VR27935
W15,2023,28,48,9,VR27938
P14,2023,23,48,9,VR27949
P102,2023,22,46,8,VR27951
EX41E,2023,21,41,8,VR27957
EX61,2023,25,45,8,VR27958
C31,2004,16,37,8,VR63209
W68,1997,14,36,8,VR90012
SW19,1997,19,41,6,VR90034
SW108,1998,24,42,6,VR90034
B86,1997,12,36,10,VR90049
C135,1997,13,33,9,VR90069
C135,1998,24,45,9,VR90069
C160A,2000,24,45,9,VR90069
C135,2002,17,37,6,VR90069
C59,2003,27,50,9,VR90069
C160B,2004,27,48,8,VR90069
C160B,2001,35,52,4,VR90069
SW116,2019,12,31,8,VR90097
CP38,1997,10,33,11,VR90145
W57,1997,23,43,8,VR90159
SW125,1997,16,38,10,VR90167
W92,1997,16,38,8,VR90183
W91,1998,25,46,7,VR90183
O23,1997,12,37,11,VR90208
O23,1998,21,57,11,VR90208
CP5A,1997,12,40,10,VR90213
C106,1997,7,30,11,VR90311
EX39,1997,12,37,12,VR90321
O114,1997,16,37,8,VR90366
MP34A,1997,20,42,10,VR90382
O118,1997,15,35,7,VR90405
O118,1998,30,49,7,VR90405
O117,1999,15,38,7,VR90405
EX31A,1997,9,32,10,VR90406
EX31A,1998,27,48,10,VR90406
EX31A,1999,27,48,10,VR90406
EX51B,1997,7,28,9,VR90433
W64A,1999,32,51,7,VR90531
B165,1998,27,46,6,VR90546
O3,1998,26,45,6,VR90563
W103A,1998,25,50,8,VR90575
CP28,1999,13,37,7,VR90579
CP5B,1998,25,47,9,VR90582
EX12A,1998,24,47,6,VR90585
W18,1998,20,42,5,VR90612
W18,1999,16,40,8,VR90612
W21,2000,20,44,9,VR90612
W21,2001,23,49,8,VR90612
EX37,1998,8,33,9,VR90652
B31,1998,23,44,9,VR90661
W100,1998,20,42,10,VR90666
W100,2000,16,39,11,VR90666
W99,2001,13,40,10,VR90666
EX55,1998,28,48,8,VR90676
W68,1998,28,46,7,VR90677
CP43,1998,28,51,10,VR90681
CP38A,1999,26,47,11,VR90681
CP38A,2000,31,55,10,VR90681
W102,2000,24,47,12,VR90701
EX73A,1998,30,50,10,VR90702
EX73,1999,26,48,11,VR90702
EX18A,1999,33,57,9,VR90720
EX18,2000,26,45,7,VR90720
EX18A,2001,35,52,6,VR90720
W76,1999,31,49,7,VR90721
O5,1998,29,51,7,VR90731
EX20,1998,27,48,8,VR90761
C23,1998,21,42,9,VR90770
C36,1999,11,34,9,VR90770
C141,2000,22,46,9,VR90770
W60,1998,12,36,8,VR90840
W51,1999,12,38,7,VR90840
EX51A,1998,28,52,12,VR90881
EX51,1999,26,49,12,VR90881
EX51,2000,28,51,11,VR90881
W94,1999,27,46,8,VR90906
MP6,1998,27,47,8,VR90912
MP6,1999,25,45,9,VR90912
MP7,2000,28,48,8,VR90912
W94,1998,21,43,9,VR90937
W3,1999,24,42,7,VR90958
CP11,1998,26,49,10,VR90984
SW18,1998,26,47,10,VR90987
CP3,1998,30,49,9,VR90988
CP5A,1999,18,38,8,VR90988
CP39,1998,29,48,7,VR90991
B57,2001,23,45,7,VR91029
B154,2002,8,29,8,VR91029
B156,2003,19,39,6,VR91029
SW44,2000,29,51,8,VR91040
MP44,2000,21,42,8,VR91043
MP37,2001,23,47,7,VR91043
MP37,2002,12,32,9,VR91043
MP37,2003,20,43,9,VR91043
B165,2001,30,49,8,VR91079
B155,2002,18,37,8,VR91079
B155,2003,23,43,7,VR91079
SW80A,2000,27,48,8,VR91081
EX55,2019,10,31,10,VR91189
C113,2005,2,27,11,VR91220
C112,2006,18,41,12,VR91220
EX88,2004,20,43,9,VR91221
O113,2005,19,41,8,VR91221
O113,2007,13,37,11,VR91221
O113,2008,24,48,9,VR91221
W66,2005,21,45,9,VR91311
W73,2004,21,42,10,VR91375
B203,2004,25,45,7,VR91379
B107,2005,25,43,7,VR91379
B107,2006,25,45,8,VR91379
B34,2004,24,45,9,VR91388
CP37,2000,23,43,8,VR91410
O49,2000,25,46,6,VR91431
C51,2000,21,42,4,VR91454
B145,2000,26,47,8,VR91526
B145,2001,31,51,7,VR91526
MP33,1999,20,41,9,VR91550
B198,1999,29,47,6,VR91590
MP1,2000,25,45,8,VR91590
MP4,1999,24,44,8,VR91628
B203,2000,29,48,6,VR91666
B103,2001,24,46,7,VR91666
B7,2002,10,32,6,VR91666
B175,2003,24,44,7,VR91666
B217,2000,23,43,9,VR91672
B216,2001,30,53,8,VR91672
SW17,2003,24,47,8,VR91688
B46,2001,37,59,8,VR91710
SW58,2000,26,49,8,VR91723
CP7,2000,26,46,8,VR91734
CP7,2001,21,51,8,VR91734
SW63,2000,33,53,8,VR91781
EX27,2000,25,45,8,VR91811
EX41C,2000,23,43,7,VR91814
EX41C,2001,31,54,6,VR91814
O74,2001,14,38,9,VR91891
O74,2002,11,35,11,VR91891
EX62F,2000,28,47,8,VR91900
EX73A,2000,39,56,7,VR91902
SW112,2001,24,41,7,VR91923
O116,2001,30,53,8,VR91992
O111,2002,9,35,9,VR91992
O95,2003,19,39,7,VR91992
W46,2005,16,39,9,VR98038
W45,2006,22,45,10,VR98038
C107,2007,12,34,8,VR98050
C107,2008,15,38,7,VR98050
C7,2005,18,42,8,VR98062
C18,2005,24,42,7,VR98110
C20,2005,21,40,5,VR98113
C127,2005,30,48,7,VR98144
C150,2005,16,36,7,VR98167
C117,2005,20,39,6,VR98174
C16,2006,24,44,6,VR98174
SW113,2007,17,38,11,VR98182
O76,2008,27,48,9,VR98182
EX43A,2005,32,53,10,VR98183
C1,2005,25,43,6,VR98196
P15,2006,20,42,9,VR98209
B57,2006,26,46,7,VR98249
B56,2007,17,37,9,VR98249
B54,2009,14,37,10,VR98249
W69,2004,25,46,9,VR98317
W59,2005,21,43,9,VR98317
EX78,2004,25,46,9,VR98327
CP11,2005,31,50,8,VR98349
EX67,2009,20,42,10,VR98353
SW132,2005,25,46,9,VR98369
O115,2000,29,50,7,VS79003
EX89,2001,25,45,6,VS79003
MP18,2003,21,44,10,VS82614
B161,2002,18,36,7,VS83011
MP45,2002,9,31,9,VS83014
B14,2002,10,34,9,VS83016
B4,2002,14,33,8,VS83025
MP70,2002,12,35,6,VS83056
B217,2002,14,34,8,VS83063
B190,2002,24,42,7,VS83126
B192,2005,24,42,7,VS83126
MP77,2002,8,32,9,VS83166
MP77,2003,11,35,10,VS83166
B34,2002,20,42,8,VS83171
B12,2003,23,45,7,VS83171
P1,2002,10,33,5,VS83214
SW76,2003,33,52,7,VS83214
B226,2002,10,32,8,VS83256
MP96,2004,14,37,8,VS83256
B194A,2005,15,40,8,VS83256
MP32,2002,27,45,9,VS83300
MP41,2002,15,36,10,VS83310
MP47,2003,17,39,10,VS83310
C118,2002,15,37,10,VS83313
MP6,2001,33,56,7,VS83406
B91,2002,18,37,8,VS83406
MP14,2003,23,43,9,VS83406
SW54,2000,24,47,10,VS83447
SW37,2000,28,49,9,VS83505
SW37,2001,32,52,8,VS83505
W15,2000,29,48,7,VS83683
CP3,2002,19,36,7,VS83683
W20,2003,23,55,5,VS83683
B94,2000,29,51,11,VS83726
W55,2001,35,57,7,VS83731
W22,2002,10,35,10,VS83731
W55,2003,20,41,9,VS83731
EX25,2001,37,57,8,VS83747
EX26,2002,15,36,10,VS83747
EX48,2001,35,56,7,VS83749
EX20,2001,34,57,6,VS83766
CP12,2001,34,54,7,VS83770
CP4,2002,23,44,10,VS83770
O83,2001,36,57,5,VS83776
CP25,2001,34,53,6,VS83778
CP25,2002,17,36,7,VS83778
W41,2001,27,51,9,VS83786
W40,2002,7,32,9,VS83786
W35,2003,18,38,9,VS83786
W35,2004,19,40,9,VS83786
MP75,2001,31,50,8,VS83796
W49,2004,34,53,10,VS83864
W37,2005,13,36,10,VS83864
EX13A,2018,20,40,7,VS83939
EX51,2019,12,34,10,VS83950
EX51,2020,18,38,8,VS83950
EX51,2021,21,41,8,VS83950
EX51,2022,17,42,10,VS83950
EX37,2018,24,45,8,VS83955
W51,2019,17,35,7,VS83970
EX43D,2018,25,47,7,VS83978
EX43D,2019,11,33,10,VS83978
O73,2000,26,47,6,VS84026
SW59,2020,16,39,9,VS84050
MP93,2020,19,38,8,VS84062
MP93,2021,27,51,6,VS84062
MP11,2022,16,38,9,VS84062
SW80,2019,16,35,7,VS84115
P7,2019,14,35,10,VS84116
MP46,2019,14,35,8,VS84117
MP84,2020,16,38,10,VS84123
MP51,2021,16,39,6,VS84123
SW70,2020,17,38,7,VS84179
SW70,2021,21,45,7,VS84179
P7,2020,18,38,9,VS84191
P6,2021,18,46,9,VS84191
P7,2022,16,39,9,VS84191
MP73,2020,10,33,9,VS84206
MP75,2019,3,28,11,VS84212
MP67,2020,13,35,9,VS84212
MP72,2019,4,29,8,VS84227
MP68,2020,12,33,9,VS84227
MP69,2021,9,31,8,VS84227
MP69,2022,8,31,9,VS84227
SW26,2019,6,28,8,VS84228
SW6,2019,8,30,9,VS84231
MP61,2019,7,29,8,VS84232
MP61,2020,13,33,7,VS84232
SW73,2019,10,30,8,VS84242
SW10,2019,9,31,7,VS84251
SW131,2020,17,36,8,VS84251
B99,2019,11,32,8,VS84261
MP68,2019,10,32,8,VS84263
MP56,2021,8,33,7,VS84264
B145,2020,32,53,2,VS84265
MP52,2021,17,41,7,VS84272
B179,2019,13,33,8,VS84278
B63,2001,20,48,11,VS84314
EX31,2001,33,53,9,VS84323
EX14B,2001,24,47,10,VS84331
EX14B,2002,3,34,12,VS84331
EX14B,2003,9,33,11,VS84331
EX12A,2001,27,49,7,VS84332
EX12A,2002,5,31,10,VS84332
O115,2001,29,47,8,VS84334
O115,2002,9,33,10,VS84334
O6,2001,40,53,7,VS84335
EX31,2002,5,29,10,VS84358
EX61,2004,18,41,10,VS84360
W93,2001,33,55,7,VS84368
EX1,2001,33,50,7,VS84371
EX43B,2001,37,56,9,VS84372
EX41C,2002,16,50,8,VS84372
EX1,2003,25,48,10,VS84372
W75A,2001,32,52,7,VS84380
W75,2002,7,35,10,VS84380
O53,2001,35,53,8,VS84386
O53,2004,26,47,8,VS84386
O53,2005,22,43,8,VS84386
SW122,2001,28,54,9,VS84395
W102,2001,27,49,4,VS84403
EX62A,2001,35,48,6,VS84408
CP17,2003,27,46,6,VS84415
CP19,2005,27,46,7,VS84415
EX75A,2001,41,60,6,VS84425
CP4,2001,29,51,10,VS84431
CP5B,2002,18,38,10,VS84431
W16,2001,29,46,8,VS84443
EX76,2001,39,59,8,VS84455
EX76,2002,9,29,9,VS84455
EX63,2001,35,55,8,VS84473
EX80,2001,29,49,8,VS84489
EX72,2001,36,54,7,VS84491
EX74,2002,14,35,6,VS84491
EX74,2003,26,47,7,VS84491
EX74,2004,18,42,9,VS84491
B54,2001,34,55,8,VS84544
B152,2002,10,32,7,VS84544
B177,2001,37,57,6,VS84546
B215,2002,7,30,9,VS84546
B217,2003,20,43,7,VS84546
MP34,2001,31,53,4,VS84556
MP34,2002,9,31,10,VS84556
MP41,2003,19,40,10,VS84556
MP21,2001,27,50,7,VS84567
EX84,2001,38,54,7,VS84581
B107,2001,31,51,7,VS84594
MP53,2001,32,48,8,VS84595
MP49,2003,22,42,8,VS84595
MP21,2002,16,42,9,VS84614
B79,2001,30,51,7,VS84619
B212,2005,23,43,6,VS84619
SW111,2001,23,42,9,VS84620
SW112,2002,15,37,9,VS84620
SW111,2004,23,45,9,VS84620
MP50,2001,39,62,9,VS84624
MP44,2002,10,34,8,VS84624
O27A,2001,26,47,10,VS84648
B80A,2001,35,55,8,VS84649
B164,2002,16,36,9,VS84649
C27,2001,32,53,9,VS84654
B51,2002,14,33,8,VS84655
B31,2003,25,46,8,VS84655
MP22,2001,34,57,8,VS84665
MP83,2002,16,38,8,VS84665
CP13,2001,37,61,10,VS84673
EX50,2001,32,54,9,VS84688
EX58,2001,29,52,7,VS84692
MP35,2001,25,47,10,VS84695
MP36,2002,22,41,10,VS84695
MP35,2003,10,30,9,VS84695
MP35,2004,5,29,11,VS84695
B68,2001,32,50,7,VS84719
B168,2002,9,31,9,VS84719
P15,2002,12,35,10,VS84724
P18,2003,21,45,8,VS84724
MP69,2002,8,32,8,VS84727
MP62,2004,11,34,9,VS84727
MP26,2002,13,34,8,VS84834
MP26,2003,20,41,9,VS84834
C30,2002,10,31,9,VS84844
C130,2003,21,44,9,VS84844
C32,2004,21,41,7,VS84844
C16,2005,18,40,7,VS84844
SW60,2001,39,54,8,VS84864
MP3,2001,41,55,5,VS84876
MP3,2002,13,33,7,VS84876
MP78,2001,40,62,11,VS84883
MP50,2002,10,33,12,VS84883
SW117,2001,24,46,7,VS84887
C61A,2002,20,39,7,VS84890
C61A,2003,25,46,6,VS84890
CP5,2004,18,41,9,VS84959
CP5,2005,23,46,10,VS84959
EX90,2002,20,40,6,VT33013
EX43C,2002,21,41,8,VT33014
W12,2002,14,32,10,VT33022
CP40A,2002,9,32,8,VT33023
W42,2002,7,35,14,VT33038
W45,2003,21,42,10,VT33038
P7,2002,17,33,7,VT33047
W75A,2003,23,45,6,VT33111
B170,2002,18,36,6,VT33225
B71,2003,24,51,8,VT33225
CP5A,2003,21,45,9,VT33313
W102,2003,23,45,8,VT33316
W103,2004,18,40,9,VT33316
W103A,2005,18,39,9,VT33316
O117,2003,32,50,7,VT33331
CP22,2003,31,49,6,VT33336
EX77,2003,31,51,8,VT33378
EX10A,2003,19,44,12,VT33381
EX19,2004,12,37,12,VT33381
EX18A,2005,16,43,12,VT33381
EX18A,2006,22,46,12,VT33381
EX73A,2003,28,48,8,VT33383
O38B,2003,31,50,7,VT33393
CP32,2003,31,53,8,VT33395
EX52,2003,26,48,10,VT33396
O35,2004,28,51,9,VT33407
CP31,2003,29,48,8,VT33529
B100,2004,19,40,7,VT33530
B1,2005,21,42,5,VT33530
MP88,2003,25,44,7,VT33533
MP51,2003,18,38,8,VT33544
W32,2003,20,39,8,VT33556
B142,2003,25,49,10,VT33566
B155,2004,21,46,13,VT33566
B145,2005,18,43,11,VT33566
B144,2006,23,47,12,VT33566
EX28,2004,19,38,8,VT33596
EX26,2005,26,44,7,VT33596
EX26,2006,26,47,8,VT33596
O41,2004,18,39,8,VT33598
O41,2005,17,38,7,VT33598
EX61,2003,23,45,8,VT33662
W76,2003,21,47,11,VT33689
CP24,2003,30,49,7,VT33713
CP24,2004,25,48,8,VT33713
CP33,2004,27,45,7,VT33723
EX25,2003,21,44,11,VT33733
SW129,2004,18,42,10,VT33734
W51,2003,24,44,5,VT33739
W38,2003,22,43,9,VT33740
W22,2003,24,57,6,VT33752
W23,2004,18,43,12,VT33752
W20,2005,14,41,11,VT33752
W62,2003,21,45,10,VT33764
W66,2004,18,41,9,VT33764
W53,2005,16,41,9,VT33764
W66,2006,24,47,8,VT33764
W66,2007,14,38,11,VT33764
SW15,2003,22,44,7,VT33776
EX42,2005,20,43,10,VT33786
O48,2003,19,39,8,VT33801
O86,2004,13,33,8,VT33801
O50,2005,20,41,9,VT33801
O11,2004,16,38,9,VT33822
C137,2003,20,39,6,VT33834
B111,2003,26,44,6,VT33855
SW90,2003,26,45,6,VT33914
SW119,2003,27,48,10,VT33915
C50,2004,17,40,7,VT33932
C149,2005,14,39,8,VT33932
C49,2006,23,43,8,VT33932
C49,2007,15,35,9,VT33932
C121,2003,21,42,8,VT33975
SW47,2002,11,38,8,VT34002
W77,2002,12,34,9,VT34006
SW53,2002,8,36,12,VT34036
O20,2002,9,38,10,VT34051
O110,2002,11,36,8,VT34052
O110,2004,16,40,9,VT34052
O82,2005,20,47,10,VT34052
SW109A,2003,17,35,4,VT34056
MP5,2002,19,40,9,VT34092
W102,2002,18,40,10,VT34095
O65,2002,13,38,10,VT34162
C151,2002,12,34,11,VT34185
C51,2003,22,44,10,VT34185
C51,2004,19,43,10,VT34185
P23,2002,21,45,8,VT34237
SW27,2002,8,33,10,VT34248
SW44,2002,10,33,7,VT34297
SW44,2003,32,49,8,VT34297
SW36,2002,20,41,8,VT34304
SW101A,2003,35,55,8,VT34304
SW34,2004,19,41,10,VT34304
SW35,2005,17,41,9,VT34304
EX64,2002,14,35,7,VT34319
W77,2004,18,42,8,VT34327
CP24,2002,17,42,10,VT34337
W24,2002,21,40,8,VT34380
CP39,2002,18,36,7,VT34382
CP39,2003,21,42,8,VT34382
EX58,2002,8,35,10,VT34395
EX84,2002,19,38,8,VT34408
MP25,2002,14,37,10,VT34450
MP13,2002,17,34,7,VT34622
CP15,2002,12,34,11,VT34632
C127,2002,8,31,9,VT34636
SW62,2002,12,30,9,VT34646
SW59,2003,24,46,8,VT34646
SW62,2004,16,38,9,VT34646
C10,2002,15,34,7,VT34654
CP1,2002,19,42,10,VT34705
EX70,2002,20,37,7,VT34731
CP33,2002,8,33,7,VT34739
EX30,2003,20,44,5,VT34740
EX45,2004,15,38,11,VT34740
W99,2002,9,34,9,VT34751
C149,2002,17,37,7,VT34777
W64,2003,24,43,5,VT34785
W80,2004,21,42,10,VT34785
W64,2005,27,46,9,VT34785
O2,2002,9,33,9,VT34798
MP67,2002,29,49,8,VT34803
EX71,2002,20,40,8,VT34881
EX70,2003,28,47,4,VT34881
O15,2002,12,32,9,VT34889
O11,2003,20,41,8,VT34889
O66,2002,21,41,8,VT34997
O37,1999,24,42,7,VX12042
EX39A,1998,22,52,7,VX12117
C146,1998,28,49,9,VX12263
O72,1998,21,55,15,VX12265
W99,1999,27,48,10,VX12304
W92,2000,25,47,11,VX12304
SW34,1999,26,46,9,VX12324
B99,1999,29,48,11,VX12332
B99,2000,27,48,10,VX12332
MP48,1999,23,42,7,VX12362
MP48,2000,25,46,9,VX12362
MP47,2001,27,50,8,VX12362
CP33,2000,22,40,7,VX12372
MP55,2000,22,40,5,VX12453
O39,2000,32,52,10,VX12481
O40,2003,24,48,10,VX12481
B56,2000,29,48,7,VX12488
B162,2001,31,53,6,VX12488
MP69,2000,23,43,9,VX12496
MP69,2001,26,49,8,VX12496
W34,1999,18,39,9,VX12596
O17,1999,26,44,5,VX12618
C110,1999,13,37,8,VX12632
C110,2000,20,41,8,VX12632
C110,2001,23,49,10,VX12632
MP45,1999,14,40,8,VX12652
MP35,2000,21,42,9,VX12652
EX62E,1999,28,49,11,VX12672
B38,1999,13,35,8,VX12687
B36,2000,21,41,8,VX12687
B39,2001,25,47,7,VX12687
SW12,1999,30,48,7,VX12776
SW134,2000,27,46,8,VX12776
SW134,2001,38,52,7,VX12776
SW131,2002,19,37,7,VX12776
SW1,2000,30,50,7,VX12813
B88,1999,32,52,7,VX12818
EX74,2018,22,46,11,VX12961
EX73A,2019,1,30,8,VX12961
EX75A,2018,27,48,9,VX12962
EX76,2019,13,34,9,VX12962
EX71,2018,27,48,9,VX12963
EX72A,2019,17,37,9,VX12963
EX62,2018,25,47,8,VX12965
P17,2018,27,49,7,VX12966
W22,1999,30,49,8,VX13007
W18,2000,29,50,9,VX13007
EX65,1999,15,38,8,VX13049
O23,1999,20,40,9,VX13133
O28,2000,18,43,10,VX13133
O24,2001,15,43,9,VX13133
O27,2002,6,32,10,VX13133
EX76,1999,23,43,8,VX13174
CP26,1999,30,51,7,VX13178
EX30,2000,28,48,8,VX13205
EX41C,1999,35,55,9,VX13223
B208,1999,32,53,9,VX13246
P4,2000,26,47,5,VX13246
EX91,1999,31,54,9,VX13251
EX69,1999,30,48,9,VX13282
EX74,2000,27,48,9,VX13282
EX74,2001,36,55,9,VX13282
EX73A,2002,19,45,13,VX13282
CP43,1999,25,45,9,VX13329
CP41,2000,22,43,8,VX13329
CP41,2001,18,37,9,VX13329
C4,1999,10,37,11,VX13343
C104,2000,14,40,11,VX13343
C4,2002,7,33,11,VX13343
W105,1999,30,50,9,VX13357
CP3,2000,23,47,10,VX13374
W14,2001,28,52,10,VX13374
W17,2002,11,36,10,VX13374
SW2,1999,29,49,9,VX13390
SW5,2000,24,45,7,VX13390
SW1,2001,29,50,8,VX13390
SW3,2002,17,36,7,VX13390
EX84,2003,26,47,8,VX13390
B16,2001,36,53,6,VX13433
O38B,1999,31,51,9,VX13438
W24,2000,33,53,8,VX13438
SW72,2000,24,46,9,VX13525
EX47A,1999,33,53,8,VX13724
CP4,2000,29,51,9,VX13735
SW84,2001,31,47,7,VX13746
B169,2002,13,34,9,VX13746
B169,2004,17,40,11,VX13746
C41,2000,14,34,6,VX13759
C141,2002,6,25,9,VX13759
W64,2000,23,45,8,VX13776
W64,2001,18,40,7,VX13776
W64,2002,7,32,11,VX13776
EX86,2000,26,47,8,VX13790
EX19A,2001,34,59,9,VX13906
EX18,2002,7,35,12,VX13906
W89,2000,24,46,8,VX13910
W89,2001,17,43,8,VX13910
EX67,2000,26,52,10,VX13939
EX67,2001,30,53,6,VX13939
MP65,1999,11,38,8,VX14005
EX49C,1998,25,46,8,VX14012
O45,1998,30,49,7,VX14021
O44,1999,19,39,7,VX14021
CP22,1998,22,44,10,VX14050
W99A,1998,16,36,8,VX14060
EX39C,1998,23,45,9,VX14073
EX44,1999,28,48,9,VX14073
EX39A,2000,20,42,10,VX14073
W73,1998,25,45,8,VX14101
W71,1999,20,41,8,VX14101
EX31,1998,26,48,9,VX14102
EX27,1998,27,49,11,VX14133
EX1,1998,28,49,10,VX14134
B162,1998,9,38,9,VX14154
B64,1999,11,37,10,VX14154
MP87,1998,30,49,7,VX14177
MP20,1999,21,43,8,VX14177
EX54,1998,23,44,8,VX14199
EX53,1999,33,53,8,VX14199
SW76,1998,26,46,8,VX14201
C61,1998,29,48,7,VX14208
EX18A,1998,26,48,10,VX14216
W8,1998,30,52,11,VX14238
C19,1998,31,50,8,VX14258
C151,1999,13,42,8,VX14258
C21,2000,24,43,6,VX14258
C21,2001,31,51,6,VX14258
C24C,1999,13,35,8,VX14259
C101,2000,23,44,9,VX14259
C1,2001,25,47,8,VX14259
C37,2002,17,39,10,VX14259
C36,2003,20,43,10,VX14259
EX62A,1999,27,49,12,VX14341
CP20,1999,26,46,8,VX14345
EX35,1998,25,46,8,VX14359
EX64,2000,25,47,9,VX14383
EX22,1999,18,40,7,VX14461
EX21,2000,25,48,10,VX14461
W13,1998,30,50,7,VX14468
SW110,2000,24,41,6,VX14493
SW109,2001,26,46,8,VX14493
C30,1999,21,43,11,VX16135
O48,1999,31,52,9,VX96003
SW42,2018,24,45,5,VZ29007
SW25,2019,11,31,6,VZ29007
C51,2016,28,45,7,VZ29012
SW102,2016,25,45,8,VZ29022
SW102,2017,11,34,9,VZ29022
SW102,2019,10,33,10,VZ29022
C131,2016,24,45,9,VZ29035
SW122,2016,33,51,6,VZ29069
