box,year,April_lay_date,April_hatch_date,Clutch_size,Mother
SW125,2008,30,49,7,TK27784
SW102,2008,20,45,9,TK27855
O48,2009,16,37,9,TK27856
B10,2008,16,44,9,TK27867
SW117,2008,30,50,9,TK27889
SW110,2009,22,43,10,TK27889
O37,2008,26,47,7,TK27922
B79A,2008,26,45,6,TK27930
B81,2009,11,33,8,TK27930
MP27,2014,15,36,9,TL36083
MP30,2015,18,38,8,TL36083
MP29,2016,38,56,7,TL36083
MP30,2017,9,30,9,TL36083
B222,2014,15,40,9,TL36085
MP98,2015,24,44,8,TL36085
MP66,2014,12,31,7,TL36088
SW87,2012,15,39,5,TL36106
EX55,2013,26,46,6,TL36228
EX5,2012,12,41,8,TL36358
EX5A,2010,15,37,9,TL36368
O15,2009,19,41,10,TL36390
W95,2009,14,34,8,TL36407
EX20,2010,22,45,11,TL36408
B11,2009,22,41,8,TL36466
B10,2010,21,42,7,TL36466
W15,2009,16,36,10,TL37017
SW134,2009,14,36,9,TL37054
C109,2009,14,33,7,TL37067
C9,2010,17,35,7,TL37067
O61,2009,18,39,9,TL37072
O21,2009,16,36,7,TL37131
O59,2009,16,36,8,TL37151
O59,2010,18,41,8,TL37151
O61,2011,15,34,7,TL37151
O5A,2009,29,50,9,TL37155
O5,2010,12,37,13,TL37155
W10,2009,15,40,14,TL37158
W29,2010,16,39,12,TL37158
W28,2011,15,35,11,TL37158
MP98,2016,13,43,9,TL37275
C133,2017,16,33,6,TL37276
C133,2018,14,34,8,TL37276
C134,2019,-5,19,10,TL37276
EX60,2016,23,47,6,TL37283
EX50,2017,13,35,8,TL37283
EX57,2018,22,45,8,TL37283
EX35A,2017,23,44,9,TL37298
W77,2018,27,47,9,TL37298
EX38A,2015,17,36,7,TL37310
CP17,2015,23,42,7,TL37319
W44,2015,21,41,8,TL37350
MP76,2015,13,34,9,TL37353
SW120,2015,22,46,11,TL37386
SW72,2009,16,38,9,TL37422
B31,2009,19,45,11,TL37482
C9A,2009,10,31,9,TL37495
C163,2009,14,33,8,TL37508
C102,2009,16,38,10,TL37524
C59,2009,24,45,10,TL37539
C160A,2010,23,43,8,TL37539
C135,2011,26,45,8,TL37539
C59,2013,35,54,6,TL37539
C160A,2014,12,36,11,TL37539
B207,2009,14,37,9,TL37582
EX71,2009,18,42,10,TL37586
EX78,2009,16,38,9,TL37593
B89,2009,19,38,7,TL37607
B89,2010,13,37,9,TL37607
MP68,2010,14,37,9,TL37628
B16,2010,21,42,8,TL37630
B16,2011,13,33,8,TL37630
B14,2012,16,44,9,TL37630
MP47,2010,24,44,8,TL37660
MP41,2011,11,32,10,TL37660
MP18,2013,35,56,7,TL37660
W71,2010,18,39,7,TL37748
W75A,2011,10,29,8,TL37748
W75A,2012,11,34,6,TL37748
SW49,2010,15,37,10,TL37749
SW52,2011,13,34,8,TL37749
W9,2010,26,47,10,TL37756
W60,2009,19,39,9,TL38113
O113,2009,15,38,10,TL38223
EX44,2010,15,40,11,TL38224
EX39A,2012,14,42,9,TL38224
EX39A,2013,37,62,9,TL38224
EX39A,2014,14,41,10,TL38224
EX42,2019,-1,26,12,TL38401
EX11,2019,6,27,7,TL38402
EX22,2019,7,30,8,TL38454
W98,2019,9,30,9,TL38455
EX48,2019,12,31,7,TL38467
W103,2019,5,31,9,TL38468
EX50,2019,10,32,10,TL38500
EX41D,2019,11,32,9,TL38501
W99,2019,11,32,9,TL38502
EX91,2020,29,47,7,TL38577
W64A,2019,18,35,8,TL38622
W94,2019,18,37,7,TL38699
W93,2019,14,38,7,TL38700
O49,2010,18,38,8,TL38772
CP27,2011,11,32,10,TL38786
W47,2010,19,40,9,TL38790
O115,2020,17,37,9,TL38938
O115,2021,22,49,11,TL38938
W104,2019,19,37,5,TL38966
W87,2020,18,37,8,TL38985
W64A,2021,14,34,7,TL38985
W64A,2022,9,30,9,TL38985
EX47,2021,15,38,8,TL38991
P21,2009,24,44,9,TL39029
O106,2009,20,43,9,TL39031
O105,2010,22,43,8,TL39031
C3B,2009,13,31,7,TL39047
SW47,2009,16,37,9,TL39052
SW104,2009,10,30,8,TL39061
C123,2009,17,38,9,TL39065
C2,2009,15,39,10,TL39075
C27,2010,15,39,10,TL39075
O66,2009,19,40,10,TL39089
MP49,2009,13,36,10,TL39141
MP65,2009,20,40,8,TL39183
B224,2009,23,43,7,TL39215
B36,2009,20,38,6,TL39280
P9,2009,22,42,9,TL39300
P8,2010,20,42,10,TL39300
SW42,2011,17,36,8,TL39419
SW42,2012,14,39,7,TL39419
C61A,2011,13,33,9,TL39440
C61,2012,5,27,7,TL39440
C61,2013,25,45,7,TL39440
O103,2011,18,39,9,TL39458
C8,2011,13,33,10,TL39473
EX43D,2009,19,42,11,TL39552
EX49A,2010,21,42,10,TL39552
EX49A,2011,13,34,10,TL39552
EX55,2009,11,35,9,TL39669
C28,2018,19,39,6,TL39672
C51,2019,2,26,8,TL39672
C47,2020,12,33,9,TL39678
C148,2021,8,33,9,TL39678
C148,2022,-1,29,9,TL39678
C47,2023,32,51,7,TL39678
C111,2018,21,41,9,TL39685
C11,2019,10,29,8,TL39685
C63,2019,2,24,9,TL39687
SW104,2018,26,43,4,TL39700
SW105,2019,11,29,6,TL39700
C3,2014,14,36,8,TL39726
B11,2015,27,49,6,TL39730
O15,2018,31,52,10,TL39760
O9,2019,22,43,10,TL39760
MP80,2015,12,35,8,TL39853
EX89,2013,36,58,8,TL39940
EX89,2014,17,41,8,TL39940
EX53,2013,39,60,7,TL39955
SW16,2013,26,46,7,TL39959
W60,2010,21,42,9,TP25026
W60,2011,12,32,11,TP25026
O66,2010,20,42,9,TP25044
O65,2011,21,42,9,TP25044
EX79,2010,16,40,12,TP25060
O8,2010,15,37,9,TP25062
O85,2010,18,38,8,TP25066
C33,2010,20,40,7,TP25068
O65,2010,19,41,8,TP25097
O71,2011,12,31,8,TP25097
O49,2012,15,38,8,TP25097
O65,2013,24,47,7,TP25097
EX42,2010,17,39,10,TP25121
W10,2010,13,37,10,TP25126
C24B,2010,18,40,11,TP25153
W100,2010,19,41,9,TP25430
W103,2011,14,34,10,TP25430
W59,2010,25,47,11,TP25475
W77,2011,11,34,11,TP25494
W77,2012,10,41,10,TP25494
W77,2013,35,54,7,TP25494
W75,2014,7,35,10,TP25494
C122,2010,15,38,10,TP25501
CP6,2010,15,40,10,TP25504
B90,2010,21,43,9,TP25523
B192,2011,13,33,10,TP25523
B192,2012,11,35,9,TP25523
C110,2010,20,40,9,TP25533
C113,2012,11,33,9,TP25533
O60,2010,20,42,10,TP25552
O60,2011,16,37,9,TP25552
O60,2012,13,37,10,TP25552
O36,2010,23,43,7,TP25567
O78,2010,21,42,6,TP25585
O28,2010,21,42,7,TP25604
O2,2011,22,41,7,TP25604
B189,2010,22,40,6,TP25617
SW28,2010,10,34,11,TP25642
P1,2010,17,38,9,TP25647
O86,2010,15,36,9,TP25654
O112,2010,21,43,11,TP25670
O112,2011,11,33,11,TP25670
SW5,2010,22,43,10,TP25700
SW5,2011,13,34,10,TP25700
SW4,2012,23,47,5,TP25700
C10,2013,26,45,8,TP25735
C26,2010,17,39,8,TP25748
SW122,2010,23,44,9,TP25779
EX10,2010,21,41,7,TP25860
MP38,2014,5,29,8,TP25910
MP41,2015,11,35,8,TP25910
MP47,2016,21,44,6,TP25910
MP41,2017,9,29,9,TP25910
P8,2015,23,41,6,TP25935
P5,2016,39,57,6,TP25935
P6,2017,23,42,7,TP25935
W79,2016,42,58,6,TP25966
W80,2017,18,36,8,TP25966
EX62E,2016,35,54,9,TP25979
EX62G,2017,15,37,9,TP25979
SW70,2017,14,32,4,TP25983
SW70,2018,27,49,7,TP25983
EX65,2016,36,55,7,TP25995
C10,2012,6,28,8,TP26437
EX51B,2010,15,40,11,TP26446
SW44,2012,18,46,9,TP26598
O101,2016,36,53,5,TP27003
O102,2017,12,31,6,TP27003
CP9,2016,40,61,7,TP27013
W22,2017,17,35,6,TP27013
P23,2016,36,56,7,TP27016
SW56,2017,15,37,6,TP27016
P22,2018,29,51,6,TP27016
CP6,2017,14,38,7,TP27018
EX50,2016,32,52,6,TP27032
EX49B,2017,13,38,7,TP27032
O54,2016,37,56,8,TP27047
O19,2017,16,36,7,TP27047
O19,2018,21,45,10,TP27047
EX51C,2016,37,55,6,TP27057
EX51C,2017,23,41,6,TP27057
B20,2016,38,56,6,TP27080
B23,2017,13,34,9,TP27080
W99A,2016,35,54,8,TP27099
O16,2019,10,31,10,TP27101
O78A,2019,13,33,8,TP27103
O38,2019,13,35,10,TP27139
O82,2019,11,33,10,TP27140
O85,2019,9,32,9,TP27141
O60,2019,12,33,9,TP27143
EX43A,2016,22,44,7,TP27213
EX43,2016,33,52,7,TP27246
EX63,2016,34,51,6,TP27247
EX63,2017,12,32,7,TP27247
EX14,2016,36,53,5,TP27251
EX14,2018,19,41,9,TP27251
EX14,2019,11,33,5,TP27251
EX21,2016,19,48,7,TP27259
EX20,2017,3,28,9,TP27259
O79,2016,40,55,5,TP27294
EX25,2016,35,55,7,TP27299
EX26,2017,8,31,6,TP27299
EX29,2018,24,47,8,TP27299
EX48A,2019,24,45,9,TP27299
CP28,2016,39,57,7,TP27307
SW85,2016,35,52,5,TP27327
SW80A,2017,13,33,5,TP27327
SW86,2018,24,47,8,TP27327
O57,2017,8,31,9,TP27346
MP77,2017,6,28,7,TP27356
O46,2017,15,36,11,TP27363
O46,2018,24,46,8,TP27363
MP53,2016,17,42,8,TP27366
MP52,2017,7,27,6,TP27366
EX40,2016,34,53,7,TP27389
EX39C,2017,15,38,8,TP27389
SW28,2020,17,38,8,TP27392
W97,2016,37,54,7,TP27394
W98,2017,11,32,8,TP27394
W102,2018,20,43,9,TP27394
W102,2019,16,36,8,TP27394
B39,2014,14,35,8,TP27407
B139,2015,20,40,7,TP27407
B39,2016,24,48,4,TP27407
B139,2017,10,30,7,TP27407
B39,2018,22,44,8,TP27407
O70,2014,19,41,7,TP27415
O70,2015,22,43,7,TP27415
O71,2016,36,54,7,TP27415
O71,2017,12,34,8,TP27415
O71,2018,20,43,9,TP27415
MP16,2014,8,30,11,TP27429
MP15,2015,17,37,8,TP27429
SW115,2014,17,41,7,TP27459
SW19,2016,25,42,4,TP27465
SW18,2018,13,34,6,TP27465
SW81,2016,39,52,7,TP27481
SW81,2017,11,33,7,TP27481
O113,2017,22,40,6,TP27488
W89,2016,35,53,6,TP27490
W87,2017,14,36,8,TP27490
W87,2018,23,46,9,TP27490
W87,2019,15,35,9,TP27490
W79,2014,14,39,8,TP27550
W87,2015,23,43,6,TP27614
W87,2016,24,43,6,TP27614
W102,2014,12,35,8,TP27626
W71,2015,21,39,7,TP27686
EX64,2016,17,44,4,TP27699
EX65,2017,6,30,9,TP27699
B118,2014,14,34,7,TP27817
B22,2015,27,46,5,TP27817
EX86,2013,36,55,6,TP27821
EX77,2015,27,47,8,TP27821
EX78,2017,15,36,6,TP27821
EX49,2013,39,61,9,TP27824
EX50,2014,16,40,10,TP27824
EX2,2016,21,44,8,TP27915
EX39B,2015,14,36,10,TP27950
EX39B,2016,20,45,8,TP27950
EX41B,2015,17,39,11,TP27951
EX41A,2016,16,46,10,TP27951
EX39B,2017,11,37,12,TP27951
O56,2017,13,32,7,TP27967
EX32,2015,21,43,8,TP27968
O69,2012,14,42,8,TP28041
SW70,2011,21,40,9,TP28090
MP89,2011,12,32,9,TP28135
MP90,2012,10,42,8,TP28135
MP90,2013,28,52,8,TP28135
CP20,2011,9,31,8,TP28136
SW133,2011,16,36,9,TP28204
P10,2012,16,40,8,TP28262
B99,2012,5,32,8,TP28268
SW28,2015,18,39,9,TP28311
SW30,2016,26,48,7,TP28311
SW28,2017,10,34,8,TP28311
SW110,2015,27,50,7,TP28312
O50,2016,39,57,6,TP28326
O53,2017,11,40,7,TP28326
CP11,2017,13,38,6,TP28332
O58,2016,38,56,7,TP28342
EX77,2016,27,46,6,TP28349
SW23,2016,42,60,6,TP28351
B148,2016,39,57,5,TP28352
B65,2016,38,60,8,TP28371
B4,2017,14,34,8,TP28371
B10,2018,22,41,9,TP28371
MP56,2016,39,53,6,TP28376
MP56,2017,17,33,6,TP28376
MP35,2017,16,31,5,TP28377
MP38,2018,26,42,8,TP28377
MP88,2016,26,47,4,TP28379
CP19,2017,10,34,6,TP28400
CP17,2018,23,46,10,TP28400
CP17,2019,11,31,7,TP28400
C140,2011,14,33,8,TP28403
C140,2012,2,24,7,TP28403
MP74,2013,28,47,6,TP28452
EX8,2011,13,35,11,TP28493
EX77,2011,16,36,9,TP28496
EX77,2012,14,39,8,TP28496
W39,2010,19,42,10,TP28606
O25,2010,16,38,8,TP28610
O38,2010,22,46,8,TP28615
O38,2012,23,50,7,TP28615
O1,2010,15,39,11,TP28619
EX62C,2010,14,37,11,TP28633
W18,2010,22,45,13,TP28634
C140,2010,16,37,9,TP28698
C109,2012,9,28,7,TP28712
C9A,2013,21,40,5,TP28712
EX49B,2010,21,42,10,TP28737
EX49B,2011,12,33,9,TP28737
EX49B,2012,12,38,7,TP28737
EX25,2010,21,42,7,TP28738
W56,2012,19,45,9,TP28751
W34,2010,24,44,9,TP28752
EX30,2010,14,36,9,TP28756
W94,2010,19,42,12,TP28779
W78,2011,12,33,10,TP28779
W31,2010,23,44,10,TP28791
B179,2010,16,37,8,TP28841
MP96,2010,14,38,10,TP28846
O6,2010,15,36,9,TP28851
O5,2012,13,33,6,TP28851
EX28,2010,17,39,11,TP28859
B142,2010,26,47,8,TP41544
B142,2011,17,37,10,TP41544
B66,2012,26,48,5,TP41544
B182,2010,19,39,8,TP41546
MP2,2010,19,43,10,TP41623
MP64,2010,16,39,9,TP41627
MP64,2011,5,26,12,TP41627
EX62,2010,14,38,11,TP41633
O79,2010,25,45,8,TP41640
O79,2011,12,33,9,TP41640
B158,2010,22,43,7,TP41653
B56,2011,13,33,8,TP41653
EX46,2010,19,43,10,TP41695
B91,2010,18,40,9,TP41732
W12,2011,13,41,14,TP41744
MP83,2010,19,41,11,TP41818
MP33,2010,14,36,10,TP41854
MP33,2011,7,30,10,TP41854
B112,2010,17,39,7,TP41864
B121,2010,15,39,11,TP41889
B228,2012,10,36,9,TP41889
B21,2013,34,58,5,TP41889
B20,2014,12,36,9,TP41889
W64B,2011,18,37,10,TP42045
W85,2012,12,34,6,TP42045
W85,2013,33,52,7,TP42045
CP33,2011,11,31,9,TP42079
EX13,2012,15,38,7,TP42081
SW112,2011,18,36,8,TP42153
SW113,2012,11,32,5,TP42153
SW115,2013,25,43,6,TP42153
SW113,2014,7,27,5,TP42153
EX17,2016,20,41,5,TP42243
EX43C,2016,36,54,8,TP42261
EX49A,2017,18,37,7,TP42261
EX72A,2013,40,60,8,TP42380
EX75,2013,33,55,8,TP42439
EX75,2014,12,34,8,TP42439
C41,2015,22,44,8,TP42521
C133,2015,18,37,6,TP42553
C130,2016,20,41,5,TP42553
P14,2016,39,59,9,TP42687
P12,2017,17,39,7,TP42687
O30,2016,25,48,7,TP42688
O24,2017,12,33,8,TP42688
O24,2018,21,47,10,TP42688
O28,2019,15,40,11,TP42688
SW51,2014,22,42,7,TP42709
SW45,2015,21,42,7,TP42709
SW52,2016,23,44,8,TP42709
O109,2015,16,41,10,TP42715
O82,2016,22,57,16,TP42715
O82,2017,9,35,7,TP42715
EX49,2015,18,37,7,TP42738
B122,2014,20,44,7,TP42743
B205,2015,28,49,7,TP42743
SW59,2014,25,43,6,TP42746
SW62,2015,35,52,4,TP42746
SW59,2016,39,57,7,TP42746
SW59,2017,21,43,5,TP42746
SW59,2018,39,55,5,TP42746
SW9,2015,19,42,7,TP42750
C3A,2014,4,24,5,TP42754
C6,2015,26,40,3,TP42754
EX81A,2017,20,41,7,TP42771
SW32,2014,8,32,7,TP42797
MP74,2015,17,37,7,TP42821
W22,2016,40,57,7,TP42886
W55,2017,13,32,7,TP42886
EX9,2016,39,57,6,TP42888
EX9,2017,20,39,7,TP42888
W37,2017,9,29,8,TP42898
SW121,2013,33,55,5,TP42911
O119,2012,25,45,7,TP42927
SW116,2013,39,58,5,TP42944
SW20,2013,33,52,7,TP42982
SW22,2014,18,41,7,TP42982
SW62,2011,16,36,9,TR40042
SW59,2012,13,40,8,TR40042
B212,2011,14,33,9,TR40051
B59,2012,18,40,7,TR40051
EX62C,2011,17,37,10,TR40093
EX62D,2012,22,47,8,TR40093
B69,2012,10,34,5,TR40108
B214,2011,11,34,10,TR40183
MP83,2011,11,31,9,TR40243
MP83,2012,3,32,8,TR40243
MP65,2013,39,54,5,TR40256
MP92,2011,8,29,10,TR40261
MP3,2014,0,25,9,TR40261
MP4,2015,8,33,9,TR40261
B216,2011,12,33,9,TR40263
B199,2012,15,40,5,TR40263
B217,2014,9,34,8,TR40263
SW55,2011,23,43,8,TR40328
O45,2011,13,33,7,TR40336
O46,2011,12,34,10,TR40339
O46,2012,18,45,8,TR40339
O18,2011,16,35,7,TR40363
O6,2012,12,38,9,TR40363
O5,2013,33,57,8,TR40363
B10,2013,29,52,8,TR40590
O75C,2012,7,30,8,TR40757
EX73A,2012,21,45,9,TR41170
C26,2014,23,43,7,TR41176
C153,2015,20,40,7,TR41176
SW87,2013,36,60,9,TR41967
SW85,2014,10,34,9,TR41967
SW87,2015,17,40,9,TR41967
EX60,2011,12,32,9,TR42058
EX41C,2011,21,39,8,TR42071
C48,2011,17,34,10,TR42091
O78,2011,13,33,9,TR42106
O31,2011,13,34,10,TR42115
W15,2011,13,35,11,TR42129
W15,2012,14,41,10,TR42129
EX43B,2011,11,33,10,TR42170
CP36,2011,16,42,12,TR42233
O8,2011,17,37,9,TR42288
O12,2012,14,38,9,TR42288
W6,2011,16,35,11,TR42305
O21,2012,23,47,11,TR42314
O20,2015,20,42,10,TR42314
O1,2016,38,57,5,TR42314
B107,2011,21,40,7,TR42336
B107,2012,27,46,6,TR42336
B107,2013,38,59,7,TR42336
O57,2012,15,43,5,TR42422
EX16,2012,17,41,7,TR42428
EX16,2014,21,42,9,TR42428
EX16,2015,18,41,9,TR42428
EX16,2016,33,53,8,TR42428
SW126,2012,24,49,8,TR42460
SW131,2012,13,42,8,TR42474
SW131,2013,29,51,7,TR42474
EX12,2011,12,33,9,TR42565
EX76,2011,13,36,10,TR42570
W69,2021,7,34,7,TR42592
B153,2020,20,41,8,TR42599
B57,2021,23,44,8,TR42599
B57,2022,16,37,8,TR42599
O36,2012,15,39,9,TR42615
EX63,2011,17,38,10,TR42654
MP68,2011,8,29,10,TR42719
MP68,2012,4,29,10,TR42719
MP68,2013,28,48,7,TR42719
SW73,2020,20,42,9,TR42800
EX54,2014,13,38,10,TR42927
W35,2016,36,52,5,TR43012
EX43D,2017,13,33,6,TR43052
EX43E,2018,28,48,7,TR43052
EX43E,2019,7,28,9,TR43052
C61A,2018,19,39,9,TR43100
MP71,2015,13,32,6,TR43187
MP69,2016,35,50,4,TR43187
B49,2015,24,44,6,TR43191
B56,2016,35,52,6,TR43191
O81,2018,24,46,8,TR43204
W61,2019,13,35,10,TR43214
W62,2020,13,35,10,TR43214
W62,2021,25,52,9,TR43214
O82,2020,37,52,9,TR43254
B218,2019,18,37,8,TR43266
B27,2020,19,38,8,TR43266
SW76,2020,16,36,8,TR43320
SW76,2021,27,48,7,TR43320
SW86,2020,18,37,9,TR43323
SW83,2021,17,40,8,TR43323
SW86,2022,12,35,9,TR43323
SW88,2023,15,39,10,TR43323
B170A,2020,22,42,8,TR43325
B48,2020,24,45,7,TR43327
W73,2021,29,49,6,TR43329
EX63,2021,26,49,8,TR43331
W99A,2021,27,45,4,TR43335
W99A,2022,14,34,8,TR43335
W99A,2023,21,42,7,TR43335
W11,2021,21,41,7,TR43345
EX22,2022,10,33,9,TR43345
EX21,2023,10,38,10,TR43345
EX65,2021,25,46,6,TR43346
B18,2021,28,51,5,TR43351
C24A,2021,17,36,6,TR43359
W67,2021,20,40,8,TR43364
W104,2022,17,37,8,TR43372
W103A,2023,21,41,7,TR43372
CP7,2023,26,47,7,TR43373
W97,2023,24,48,9,TR43397
C20,2014,7,28,8,TR43484
C20,2015,13,34,8,TR43484
EX49C,2012,27,57,14,TR43544
W12,2013,33,56,8,TR43544
EX18,2014,9,34,9,TR43544
W78,2015,13,36,9,TR43544
W78,2016,19,41,7,TR43544
B161,2011,16,35,9,TR43554
EX62A,2012,18,46,9,TR43559
MP29,2011,17,36,7,TR43588
MP33,2012,12,42,9,TR43588
SW28,2011,15,37,10,TR43589
SW105,2011,15,34,8,TR43591
SW104,2012,3,24,6,TR43591
SW106,2013,34,52,5,TR43591
CP19,2011,15,33,7,TR43611
CP19,2012,12,34,6,TR43611
CP17,2013,40,55,5,TR43611
EX71,2011,18,35,10,TR43661
EX76,2012,16,38,7,TR43661
SW86,2014,11,36,10,TR44058
W10,2014,14,35,9,TR44083
EX22,2015,18,37,9,TR44083
MP69,2014,10,32,9,TR44084
MP69,2015,15,37,8,TR44084
O85,2015,25,46,8,TR44096
O110,2011,8,31,10,TR44157
SW33,2011,23,41,7,TR44160
SW33,2012,24,50,6,TR44160
SW33,2013,39,63,5,TR44160
SW33,2014,16,43,8,TR44160
SW17,2014,26,45,5,TR44205
SW1,2014,14,38,9,TR44247
SW1,2015,20,45,8,TR44247
SW3,2016,36,56,9,TR44247
SW1,2017,13,36,9,TR44247
SW122,2014,20,41,6,TR44249
O86,2014,18,40,7,TR44250
O86,2015,24,44,7,TR44250
O86,2016,33,52,8,TR44250
CP41,2014,11,33,8,TR44256
CP40A,2015,13,33,8,TR44256
MP72,2016,22,40,4,TR44407
W3,2016,37,55,6,TR44423
B215,2017,16,38,8,TR44436
W59,2016,39,55,7,TR44486
W43,2017,9,29,6,TR44486
SW111,2012,16,33,5,TR44501
C1,2012,15,33,5,TR44532
C101,2013,33,49,4,TR44532
MP83,2013,26,67,9,TR44588
EX76,2016,38,57,8,TR44613
EX41E,2016,26,46,5,TR44615
EX41E,2017,8,30,6,TR44615
CP38,2014,19,51,10,TR44702
O5A,2023,38,55,5,TR44716
O36,2016,33,53,5,TR44732
B221,2017,22,42,7,TR44770
B186,2016,27,46,6,TR44772
MP27,2016,24,45,7,TR44773
O28,2017,6,33,9,TR44777
O27A,2018,20,42,9,TR44777
O32,2019,10,31,7,TR44777
CP37,2016,25,52,7,TR44789
CP36,2017,10,34,7,TR44789
EX62F,2016,39,67,10,TR44791
W64,2017,12,35,9,TR44799
MP48,2014,3,24,11,TS43021
MP72,2012,15,38,5,TS43056
MP73,2014,6,40,14,TS43056
MP73,2015,16,36,8,TS43056
B213,2015,20,37,5,TS43075
SW90,2014,7,28,9,TS43228
B190,2014,11,38,10,TS43230
B189,2015,19,41,8,TS43230
B227,2016,36,55,9,TS43230
B227,2017,16,38,9,TS43230
SW50,2014,19,40,6,TS43234
C53,2014,28,47,8,TS43249
C50,2015,25,44,7,TS43249
B47,2014,25,45,6,TS43259
B43,2015,36,56,3,TS43259
B107,2015,30,50,7,TS43261
EX51D,2012,14,39,9,TS43330
EX62G,2013,32,54,9,TS43330
EX62I,2014,28,49,9,TS43330
EX62D,2015,21,45,10,TS43330
W9,2012,26,47,7,TS43349
W7,2013,36,55,7,TS43349
W14,2014,13,35,8,TS43349
W26,2015,18,39,8,TS43349
O80,2018,18,37,8,TS43446
W78,2012,13,41,7,TS43546
W22,2013,40,57,5,TS43593
W31,2014,14,35,8,TS43593
W37,2015,19,40,7,TS43593
O36,2015,26,47,6,TS43888
CP6,2013,39,59,6,TS44206
CP7,2014,14,39,8,TS44206
W60,2018,18,41,10,TS44646
EX37,2019,1,26,11,TS44652
CP6,2018,22,45,10,TS44654
CP18,2019,11,35,10,TS44654
CP28,2018,22,43,8,TS44655
O20,2019,10,32,8,TS44659
O56,2020,15,36,9,TS44659
CP34,2018,22,44,7,TS44674
EX38,2019,-2,23,10,TS44682
MP89,2012,23,49,6,TS44712
MP67,2012,21,43,5,TS44714
MP67,2013,40,57,4,TS44714
MP67,2014,15,35,6,TS44714
SW81,2012,24,47,8,TS44716
CP42A,2013,30,47,5,TS44726
MP79,2012,17,40,9,TS44814
MP95,2012,20,40,6,TS44826
MP93,2013,36,53,7,TS44826
P11,2018,22,44,7,TS44898
P4,2018,26,46,7,TS44899
EX77,2018,23,46,7,TS44900
EX77,2019,11,31,8,TS44900
MP25,2012,13,33,6,TS44940
MP25,2013,26,46,4,TS44940
B211,2012,23,44,7,TS44943
B78,2013,26,46,8,TS44943
B53,2014,6,29,9,TS44943
B172,2013,35,59,9,TS45004
B142,2014,16,44,8,TS45004
SW62,2013,32,56,7,TS45009
EX49A,2012,20,46,9,TS45022
O17,2012,28,52,10,TS45043
W91,2015,12,36,10,TS45082
W83,2016,36,55,6,TS45082
SW12,2015,18,39,8,TS45087
EX35,2015,17,37,9,TS45148
EX39,2016,24,46,5,TS45148
EX36,2017,13,36,9,TS45148
EX65,2015,15,34,8,TS45151
B79,2015,16,35,7,TS45152
B201,2016,42,59,6,TS45152
B212,2017,7,27,7,TS45152
EX47A,2015,19,39,7,TS45156
EX47,2016,19,49,7,TS45156
EX49C,2017,12,34,7,TS45156
EX80,2015,21,42,9,TS45163
EX80,2016,29,48,7,TS45163
EX80,2017,15,36,8,TS45163
SW22,2015,19,39,10,TS45165
O61,2016,33,50,7,TS45191
O61,2017,5,25,7,TS45191
MP56,2012,11,46,10,TS45212
MP55,2013,35,60,6,TS45212
B216,2014,26,44,6,TS45282
C27,2014,9,29,8,TS45283
C16,2015,16,36,7,TS45283
C116,2016,19,39,8,TS45283
C19,2017,7,27,9,TS45283
C19,2018,18,40,10,TS45283
C19,2019,21,41,10,TS45283
B81,2015,26,45,6,TS45293
B180,2016,36,52,5,TS45293
MP94,2016,22,43,8,TS45441
B171,2016,23,47,6,TS45461
O20,2016,36,53,5,TS45475
EX22,2016,29,52,8,TS45476
B223,2016,40,58,7,TS45493
SW102,2012,12,31,7,TS45507
EX62,2013,38,58,6,TS45538
C44,2012,17,42,9,TS45597
C138,2013,27,48,7,TS45597
C143,2014,8,36,10,TS45597
C139,2015,22,47,8,TS45597
C53,2012,13,34,6,TS45622
C53,2013,28,49,7,TS45622
O2,2012,10,33,8,TS45626
EX58,2012,20,45,9,TS45633
EX60,2013,34,57,8,TS45633
CP34,2012,14,36,8,TS45634
MP92,2014,7,28,8,TS45682
MP93,2015,14,33,6,TS45682
B57,2014,9,31,9,TS45683
MP12,2014,15,37,9,TS45689
CP26,2014,25,47,10,TS45695
CP27,2015,18,39,8,TS45695
CP19,2016,22,47,6,TS45695
B150,2014,17,38,8,TS45698
B35,2015,22,44,7,TS45698
B64,2015,26,47,8,TS45699
SW86,2016,38,59,10,TS45699
SW84A,2017,21,42,7,TS45699
SW82,2018,27,49,10,TS45699
C6,2012,10,31,6,TS45709
CP1,2012,17,40,8,TS45731
CP27,2012,21,43,8,TS45751
MP53,2013,32,52,6,TS45782
MP49,2014,7,30,9,TS45782
EX8,2019,5,27,9,TS45875
W66,2018,24,49,11,TS45889
SW44,2016,27,48,6,TS45974
SW44,2017,8,30,7,TS45974
P21,2018,22,48,9,TS45974
SW26,2016,24,50,6,TS45975
EX68,2016,32,50,6,TS45984
P16,2017,14,36,7,TS45987
EX78,2016,29,52,7,TS45997
SW25,2017,13,34,6,TS45999
EX79,2012,26,48,7,TS46110
EX60,2012,14,36,6,TS46116
W12,2012,26,47,5,TS46126
CP15,2012,16,45,11,TS46171
O62,2012,23,42,6,TS46199
O59,2013,35,58,7,TS46206
W35,2013,26,46,7,TS46271
O40,2020,24,43,8,TS46391
EX76,2020,19,38,8,TS46392
EX52,2012,16,43,6,TS46402
EX51B,2013,40,55,6,TS46402
EX51B,2014,15,37,9,TS46402
EX41C,2013,36,59,7,TS46405
EX27,2012,13,38,6,TS46416
W1,2013,33,52,7,TS46416
C24,2012,16,40,9,TS46419
